FID	Shape	Borough	Block	Lot	CD	CT2010	CB2010	SchoolDist	Council	ZipCode	FireComp	PolicePrct	HealthArea	SanitBoro	SanitDistr	SanitSub	Address	ZoneDist1	ZoneDist2	ZoneDist3	ZoneDist4	Overlay1	Overlay2	SPDist1	SPDist2	SPDist3	LtdHeight	SplitZone	BldgClass	LandUse	Easements	OwnerType	OwnerName	LotArea	BldgArea	ComArea	ResArea	OfficeArea	RetailArea	GarageArea	StrgeArea	FactryArea	OtherArea	AreaSource	NumBldgs	NumFloors	UnitsRes	UnitsTotal	LotFront	LotDepth	BldgFront	BldgDepth	Ext	ProxCode	IrrLotCode	LotType	BsmtCode	AssessLand	AssessTot	ExemptLand	ExemptTot	YearBuilt	YearAlter1	YearAlter2	HistDist	Landmark	BuiltFAR	ResidFAR	CommFAR	FacilFAR	BoroCode	BBL	CondoNo	Tract2010	XCoord	YCoord	ZoneMap	ZMCode	Sanborn	TaxMap	EDesigNum	APPBBL	APPDate	PLUTOMapID	Version	MAPPLUTO_F	SHAPE_Leng	SHAPE_Area
23643	<geoprocessing describe geometry object object at 0x0F02DC20>	MN	1576	14	108	 136	4000	02	5	10075	E022	19	3800	1	08	3B	515 EAST 79 STREET	R10A	 	 	 	 	 	 	 	 	 	N	D4	03	0	 	79 ST & EAST END AVE	18900	232400	0	232400	0	0	0	0	0	0	2	1	30.0	163	163	185.0	102.25	178.0	102.0	 	1	N	5	2	7650000.0	20962800.0	857348.0	857348.0	1981	0	0	 	 	12.3	10.0	0.0	10.0	1	1015760014.0	0	0136	998424	220187	9a	 	108S020	10516	 	0.0	 	1	16V2	0	575.380203725	18997.6517456
23648	<geoprocessing describe geometry object object at 0x0F02DC20>	MN	1589	2	108	 136	5005	02	5	10075	E022	19	3800	1	08	3B	1 EAST END AVENUE	R10A	 	 	 	 	 	 	 	 	 	N	D4	03	0	 	ONE EAST END AVENUE	8250	115835	0	115835	0	0	0	0	0	0	2	1	14.0	33	33	204.33	51.17	204.0	46.0	 	1	Y	1	2	2214000.0	8938800.0	49940.0	49940.0	1929	0	0	 	 	14.04	10.0	0.0	10.0	1	1015890002.0	0	0136	998768	220063	9a	 	18S 020	10516	 	0.0	 	1	16V2	0	505.733573715	9065.67020034
23706	<geoprocessing describe geometry object object at 0x0F02DC20>	MN	1576	23	108	 136	4000	02	5	10075	E022	19	3800	1	08	3B	2 EAST END AVENUE	R10A	 	 	 	 	 	 	 	 	 	N	D4	03	0	 	EAST END COMPANY	15121	147991	0	147991	0	0	0	0	0	0	2	1	10.0	57	57	102.17	148.0	102.0	146.0	 	2	N	3	2	3334950.0	12059550.0	67600.0	67600.0	1910	1980	0	 	 	9.79	10.0	0.0	10.0	1	1015760023.0	0	0136	998570	220106	9a	 	108S020	10516	 	0.0	 	1	16V2	0	504.251720003	15345.5674511
24054	<geoprocessing describe geometry object object at 0x0F02DC20>	MN	1576	5	108	 136	4000	02	5	10075	E022	19	3800	1	08	3B	505 EAST 79 STREET	R10A	 	 	 	 	 	 	 	 	 	N	D4	03	0	 	79 ST EAST OWENERS CO	21930	260000	14000	246000	0	0	14000	0	0	0	2	1	19.0	209	210	215.0	102.17	215.0	102.0	 	3	N	5	2	3910500.0	21720600.0	508707.0	508707.0	1963	0	0	 	 	11.86	10.0	0.0	10.0	1	1015760005.0	0	0136	998248	220285	9a	 	108S020	10516	 	0.0	 	1	16V2	0	639.378941884	22283.6812391
24126	<geoprocessing describe geometry object object at 0x0F02DC20>	MN	1576	35	108	 136	4000	02	5	10075	E022	19	3800	1	08	3B	526 EAST 80 STREET	R8B	 	 	 	C2-5	 	 	 	 	 	N	C0	02	0	 	L. DASH MANOR LLC	5108	16918	0	16918	0	0	0	0	0	0	2	1	7.0	3	3	50.0	102.17	50.0	70.0	 	3	N	5	2	314898.0	706460.0	0.0	0.0	2002	0	0	 	 	3.31	4.0	0.0	4.0	1	1015760035.0	0	0136	998490	220268	9a	 	108S020	10516	 	0.0	 	1	16V2	0	308.29463868	5224.59105214
24149	<geoprocessing describe geometry object object at 0x0F02DC20>	MN	1589	19	108	 136	5002	02	5	10075	E022	19	3800	1	08	3B	25 EAST END AVENUE	R10A	 	 	 	 	 	 	 	 	 	N	D4	03	0	 	25 EAST END AVE CORP	6425	89264	0	89264	0	0	0	0	0	0	2	1	15.0	39	39	102.17	68.25	92.0	65.0	 	2	Y	3	2	1525500.0	7916850.0	67480.0	67480.0	1928	1989	0	 	 	13.89	10.0	0.0	10.0	1	1015890019.0	0	0136	998878	220238	9a	 	18S 020	10516	 	0.0	 	1	16V2	0	341.858605847	6937.78604652
24180	<geoprocessing describe geometry object object at 0x0F02DC20>	MN	1576	27	108	 136	4000	02	5	10075	E022	19	3800	1	08	3B	10 EAST END AVENUE	R10A	R8B	 	 	C2-5	 	 	 	 	 	Y	D4	03	0	 	10 EAST END AVE OWNER	20229	230473	0	230473	0	0	0	0	0	0	2	1	20.0	198	198	102.17	198.0	96.0	192.0	 	3	N	3	2	3559500.0	21494250.0	406368.0	406368.0	1957	0	0	 	 	11.39	10.0	0.0	10.0	1	1015760027.0	0	0136	998599	220208	9a	 	108S020	10516	 	0.0	 	1	16V2	0	603.90664276	20570.9090719
24395	<geoprocessing describe geometry object object at 0x0F02DC20>	MN	1545	52	108	 138	4000	02	5	10028	E022	19	3700	1	08	4B	1592 2 AVENUE	C1-9	 	 	 	 	 	TA	 	 	 	N	C7	04	0	 	LL 1592 SECOND AVENUE	2767	10885	1000	9885	0	1000	0	0	0	0	2	1	5.0	16	18	27.67	100.0	28.0	82.0	 	3	N	5	2	468000.0	1435950.0	0.0	0.0	1920	1988	0	 	 	3.93	10.0	2.0	10.0	1	1015450052.0	0	0138	997248	221815	9a	 	108S018	10515	 	0.0	 	1	16V2	0	260.428941779	2867.15470562
24397	<geoprocessing describe geometry object object at 0x0F02DC20>	MN	1526	108	108	 138	3000	02	5	10075	E022	19	3700	1	08	3A	215A EAST 80 STREET	R8B	 	 	 	 	 	 	 	 	 	N	V1	11	0	 	 	35	0	0	0	0	0	0	0	0	0	4	0	0.0	0	0	21.33	1.67	0.0	0.0	 	0	N	6	5	0.0	0.0	0.0	0.0	0	0	0	 	 	0.0	4.0	0.0	4.0	1	1015260108.0	0	0138	996416	221672	9a	 	18S 017	10514	 	0.0	 	1	16V2	0	43.7078042065	36.0946729348
24402	<geoprocessing describe geometry object object at 0x0F02DC20>	MN	1546	48	108	 138	6000	02	5	10028	E022	19	3700	1	08	4B	306 EAST 84 STREET	R8B	 	 	 	 	 	TA	 	 	 	N	A4	01	0	 	WORTHINGTON LOOMIS, J	1703	1408	0	1408	0	0	0	0	0	0	2	1	2.0	1	1	16.67	102.17	16.67	40.0	 	2	N	5	1	50514.0	99096.0	0.0	0.0	1901	0	0	 	 	0.83	4.0	0.0	4.0	1	1015460048.0	0	0138	997449	222056	9a	 	108S018	10515	 	0.0	 	1	16V2	0	239.705315817	1711.65350875
