FID	Shape	Borough	Block	Lot	CD	CT2010	CB2010	SchoolDist	Council	ZipCode	FireComp	PolicePrct	HealthArea	SanitBoro	SanitDistr	SanitSub	Address	ZoneDist1	ZoneDist2	ZoneDist3	ZoneDist4	Overlay1	Overlay2	SPDist1	SPDist2	SPDist3	LtdHeight	SplitZone	BldgClass	LandUse	Easements	OwnerType	OwnerName	LotArea	BldgArea	ComArea	ResArea	OfficeArea	RetailArea	GarageArea	StrgeArea	FactryArea	OtherArea	AreaSource	NumBldgs	NumFloors	UnitsRes	UnitsTotal	LotFront	LotDepth	BldgFront	BldgDepth	Ext	ProxCode	IrrLotCode	LotType	BsmtCode	AssessLand	AssessTot	ExemptLand	ExemptTot	YearBuilt	YearAlter1	YearAlter2	HistDist	Landmark	BuiltFAR	ResidFAR	CommFAR	FacilFAR	BoroCode	BBL	CondoNo	Tract2010	XCoord	YCoord	ZoneMap	ZMCode	Sanborn	TaxMap	EDesigNum	APPBBL	APPDate	PLUTOMapID	Version	MAPPLUTO_F	SHAPE_Leng	SHAPE_Area
28671	<geoprocessing describe geometry object object at 0x0F02CD60>	MN	1894	23	109	 199	2001	03	7	10025	E047	26	2310	1	09	1B	610 WEST 111 STREET	R8	 	 	 	 	 	 	 	 	 	N	HR	05	0	P	CALIFORNIA SUITES INC	5046	21190	0	0	0	0	0	0	0	0	2	1	6.0	0	1	50.0	100.92	50.0	90.0	 	1	N	5	2	540000.0	2560950.0	0.0	0.0	1920	1998	0	 	 	4.2	6.02	0.0	6.5	1	1018940023.0	0	0199	993320	232561	5c	 	107N050	10703	 	0.0	 	1	16V2	0	305.206983689	5130.16245222
28672	<geoprocessing describe geometry object object at 0x0F02CF60>	MN	1892	6	107	 195	2002	03	6	10025	E076	24	2310	1	07	5B	311 WEST 106 STREET	R8B	 	 	 	 	 	 	 	 	 	N	D4	03	0	 	315 WEST 106TH STREET	9284	95175	0	95175	0	0	0	0	0	0	2	1	15.0	52	52	92.0	100.92	92.0	80.0	 	3	N	5	2	630000.0	4815000.0	99875.0	99875.0	1926	1988	0	Riverside-West End Historic District Ext	 	10.25	4.0	0.0	4.0	1	1018920006.0	0	0195	992759	231556	5d	 	107S042	10703	 	0.0	 	1	16V2	0	398.65286846	9890.48651045
28681	<geoprocessing describe geometry object object at 0x0F02CB20>	MN	1861	9	107	 193	6001	03	7	10025	E076	24	2320	1	07	5A	151 WEST 106 STREET	R8A	 	 	 	 	 	 	 	 	 	N	C6	02	0	P	151-53-55 WEST 106 ST	2523	9470	0	9470	0	0	0	0	0	0	2	1	5.0	10	10	25.0	100.92	25.0	84.0	 	3	N	5	2	169886.0	507743.0	169886.0	409873.0	1910	1992	0	 	 	3.75	6.0	0.0	6.0	1	1018610009.0	0	0193	994020	230858	5d	 	107S046	10703	 	0.0	 	1	16V2	0	260.072570985	2666.51396417
28682	<geoprocessing describe geometry object object at 0x0F02CF60>	MN	1863	60	107	 193	5001	03	7	10025	E076	24	2320	1	07	5A	172 WEST 109 STREET	R8B	 	 	 	 	 	 	 	 	 	N	C4	02	0	P	170 W. 109  ASSOCIATE	2523	9750	0	9750	0	0	0	0	0	0	2	1	5.0	15	15	25.0	100.92	25.0	85.0	 	2	N	5	2	90000.0	685350.0	0.0	0.0	1910	0	0	 	 	3.86	4.0	0.0	4.0	1	1018630060.0	0	0193	994237	231457	5d	 	107S053	10703	 	0.0	 	1	16V2	0	260.845503729	2751.04140976
28683	<geoprocessing describe geometry object object at 0x0F02CC40>	MN	1893	7501	107	 195	1005	03	6	10025	E076	24	2310	5	07	 	301 WEST 108 STREET	R9A	 	 	 	C1-5	 	EC-3	 	 	 	N	RM	04	1	 	MANHASSET CONDO	20183	179274	14168	165106	0	6911	0	7257	0	0	2	2	11.0	137	146	100.0	201.83	90.0	200.0	 	1	N	3	2	1719900.0	12838050.0	87456.0	3550656.0	1920	1985	2004	 	MANHASSET APARTMENTS	8.88	7.52	0.0	7.52	1	1018937501.0	831	0195	993173	231984	5d	 	107S049	10703	 	1018930013.0	01/28/1993	1	16V2	7	626.439968055	21819.0800784
28686	<geoprocessing describe geometry object object at 0x0312FD20>	MN	1883	48	109	 199	5000	03	7	10025	E047	26	2310	1	09	1B	522 WEST 112 STREET	R8	 	 	 	 	 	 	 	 	 	N	C1	02	0	 	TRUSTEES OF COLUMBIA	5046	21180	0	21180	0	0	0	0	0	0	2	1	6.0	24	24	50.0	100.92	50.0	87.0	 	2	N	5	2	180000.0	777150.0	142200.0	613949.0	1907	0	0	 	 	4.2	6.02	0.0	6.5	1	1018830048.0	0	0199	994083	232440	5c	 	107N052	10703	 	0.0	 	1	16V2	0	308.219853634	5258.6064925
28688	<geoprocessing describe geometry object object at 0x0312FD20>	MN	1881	29	107	 195	3000	03	7	10025	E076	24	2310	1	07	5A	992 AMSTERDAM AVENUE	R8A	 	 	 	C1-5	 	EC-2	 	 	 	N	D7	04	0	P	201 WEST 109TH STREET	6083	28944	3000	25944	0	3000	0	0	0	0	2	1	6.0	28	29	60.83	100.0	60.0	87.0	 	2	N	3	2	225000.0	1175400.0	0.0	0.0	1920	1988	0	 	 	4.76	6.0	0.0	6.0	1	1018810029.0	0	0195	994075	231703	5d	 	107S051	10703	 	0.0	 	1	16V2	0	334.348818233	6619.91266156
28689	<geoprocessing describe geometry object object at 0x0312FD20>	MN	1895	164	109	 199	1000	03	7	10025	E047	26	2310	1	09	1A	608 WEST 114 STREET	R8	 	 	 	 	 	 	 	 	 	N	C5	02	0	 	TRUSTEES OF COLUMBIA	1413	3688	0	3688	0	0	0	0	0	0	2	1	4.0	9	9	14.0	100.92	14.0	76.0	 	3	N	5	2	41404.0	96236.0	36850.0	85650.0	1900	1987	0	 	 	2.61	6.02	0.0	6.5	1	1018950164.0	0	0199	993736	233231	5c	 	107N063	10703	 	0.0	 	1	16V2	0	228.463012168	1415.34517997
28690	<geoprocessing describe geometry object object at 0x0312FD20>	MN	1862	2	107	 193	6000	03	7	10025	E076	24	2320	1	07	5A	963 AMSTERDAM AVENUE	R8A	 	 	 	C2-5	 	EC-2	 	 	 	N	C7	04	0	 	IERIDES FRANK	2500	9397	1500	7897	0	1500	0	0	0	0	2	1	5.0	15	17	25.0	100.0	25.0	85.0	 	3	N	5	2	90000.0	211050.0	0.0	0.0	1925	0	0	 	 	3.76	6.0	0.0	6.0	1	1018620002.0	0	0193	993998	231157	5d	 	107S046	10703	 	0.0	 	1	16V2	0	261.842484798	2813.55398071
28692	<geoprocessing describe geometry object object at 0x0312FD20>	MN	1861	8	107	 193	6001	03	7	10025	E076	24	2320	1	07	5A	153 WEST 106 STREET	R8A	 	 	 	 	 	 	 	 	 	N	C6	02	0	P	151-53-55 WEST 106 ST	2523	8735	0	8735	0	0	0	0	0	0	2	1	5.0	15	15	25.0	100.92	25.0	89.0	 	3	N	5	2	90000.0	359550.0	90000.0	212745.0	1910	1992	0	 	 	3.46	6.0	0.0	6.0	1	1018610008.0	0	0193	993998	230870	5d	 	107S046	10703	 	0.0	 	1	16V2	0	258.533780809	2586.08544626
